key,type,Korean,English,설명위치
shop_package_04,0,"데이브 7일 이용권 \n+ 100,000 코인",Emma + 500K coins,
shop_package_05,0,"데이브 30일 이용권 \n+ 500,000 코인",Lennon + 1M coins,
shop_package_06,0,"데이브 90일 이용권 \n+ 1,000,000 코인",Jade + 3M coins,
shop_package_07,0,"날개 7일 이용권 \n+ 100,000 코인",,
shop_package_08,0,"날개 30일 이용권 \n+ 500,000 코인",,
shop_package_09,0,"날개 90일 이용권 \n+ 1,000,000 코인",,
shop_package_10,0,"킹메이커 7일 이용권 \n+ 100,000 코인",,
shop_package_11,0,"킹메이커 30일 이용권 \n+ 500,000 코인",,
shop_package_12,0,"킹메이커 90일 이용권 \n+ 1,000,000 코인",,
shop_package_13,0,"하이지니 7일 이용권 \n+ 100,000 코인",,
shop_package_14,0,"하이지니 30일 이용권 \n+ 500,000 코인",,
shop_package_15,0,"하이지니 90일 이용권 \n+ 1,000,000 코인",,
shop_package_16,0,"쨔쨔 7일 이용권 \n+ 100,000 코인",,
shop_package_17,0,"쨔쨔 30일 이용권 \n+ 500,000 코인",,
shop_package_18,0,"쨔쨔 90일 이용권 \n+ 1,000,000 코인",,
shop_package_19,0,"100 7일 이용권 \n+ 100,000 코인",,
shop_package_20,0,"100 30일 이용권 \n+ 500,000 코인",,
shop_package_21,0,"100 90일 이용권 \n+ 1,000,000 코인",,
shop_package_22,0,"즌맨 7일 이용권 \n+ 100,000 코인",,
shop_package_23,0,"즌맨 30일 이용권 \n+ 500,000 코인",,
shop_package_24,0,"즌맨 90일 이용권 \n+ 1,000,000 코인",,
shop_package_25,0,"우유 7일 이용권 \n+ 100,000 코인",,
shop_package_26,0,"우유 30일 이용권 \n+ 500,000 코인",,
shop_package_27,0,"우유 90일 이용권 \n+ 1,000,000 코인",,
shop_package_28,0,"공듀 7일 이용권 \n+ 100,000 코인",,
shop_package_29,0,"공듀 30일 이용권 \n+ 500,000 코인",,
shop_package_30,0,"공듀 90일 이용권 \n+ 1,000,000 코인",,
SYS_ERR_GOOGLE_LOGIN_PLEASE_RETRY,0,다시 시도해주세요.,Please try logging in again.,
SYS_ERR_APPLE_LOGIN_PLEASE_RETRY,0,다시 시도해주세요.,Please try logging in again.,
stack_removal_bb1,0,BB,BB,
stack_removal_bb2,0,BB,BB,
small_blind,0,스몰 블라인드,Small Blind,
extra_blind_option,0,엑스트라 블라인드,Extra Blind,
extra_blind,0,엑스트라 블라인드,Extra Blind,
game_info,0,게임 방 정보,Game Room Info,
random_sitin,0,랜덤으로 앉기,Random Sit In,
autorebuy_desc,0,칩이 자동으로 충전됩니다. 주의해주세요.,If you do not wish to bring chips to the table please do not use this option.,
autorebuy_desc_1,0,바이인이 테이블의 최소값보다 낮으면 최소 금액으로 지정됩니다.,If your Buy-in setting is lower than the table's minimum / you will be seated with the lowest amount allowed.,
buyinsize_des_1,0,자동 바이인 사이즈로 바로 착석합니다.,Get seated immediately with automatic buy-in size.,
buyinsize_dess,0,자동 바이인,Automatic Buy-in,
receive_join_request,0,클럽 가입이 요청되었습니다.,Application(s) for your cafe has been requested.,
receive_order_request,0,캐셔 요청이 들어왔습니다.,Request(s) into your cafe cashier has been received.,
unlimited,0,무제한,Unlimited,
cant_use_cafename_title,0,클럽 생성 실패,Failed to create cafe.,
cant_use_cafename_contents,0,"클럽 이름은  숫자, 영문, 한글로 명명됩니다. ","You can use numbers, alphabets only.",
your_banned_cafe,0,{cafeName} 클럽에서 탈퇴되었습니다.,You've been lefted from {cafeName} cafes.,
really_change_permit,0,권한 레벨 변경,Change Authority Level,
really_change_permit_member_to_manager,0,정말 {nick}님을 클럽 매니저로 임명하시겠습니까?,Are you sure you want to appoint {nick} as cafe manager?,
really_change_permit_manager_to_member,0,정말 {nick}님을 일반 멤버로 강등하시겠습니까?,Are you sure you want to demote {nick} to a regular member?,
really_kick_cafe,0,유저 추방,Ban User,
really_kick_cafe_body,0,정말로 {nick}님을 추방하시겠습니까?,Are you sure you want to ban {nick}?,
change,0,변경,Change,
bet_setting,0,벳 사이즈 설정,Bet Size Presets,
invite_popup,0,친구 초대 방법 선택,Choose invitation methods,
cafecodename_1,0,코드를 공유합니다. 매니저의 가입 승인이 요구됩니다.,Share Cafe code - requires manager's further approval,
cafecodename_2,0,"초대 링크를 공유합니다. 가입 1회, 24시간까지 링크가 유효합니다.",Share Cafe invitation link - one time invitation link that will be expired in 24 hours,
cafecodename_3,0,초대 링크를 공유합니다. 24시간까지 링크가 유효합니다.,Share Cafe invitation link - will be expired in 24 hours,
edit,0,수정,Edit,
delete,0,삭제,Delete,
lc,0,클럽 탈퇴,Withdraw from cafe,
leave,0,탈퇴,Withdraw,
leave_cafe_des,0,"클럽 탈퇴 후 재가입 시, 매니저의 승인이 필요합니다.","When you rejoin after leaving the cafe, the manager's approval is required.",
cho,0,오너 변경,Change Owner,
really_change_permit_manager_to_owner,0,정말 {nick}님을 클럽 오너로 임명하시겠습니까?,Are you sure you want to appoint {nick} as cafe owner?,
really_change_permit_member_to_owner,0,정말 {nick}님을 클럽 오너로 임명하시겠습니까?,Are you sure you want to appoint {nick} to a owner?,
waitforblinds,0,빅블라인드 참여 대기,Waiting for the Big Blind,
invite_message,0,A9J {cafe_name}에서 초대하였습니다. {url},Invited by A9J {cafe_name}. {url},
player_info_change_passive_rake_hands,0,{hand}핸드마다 {passive_rake}BB 수수료 부과.,{passive_rake}BB fee every {hand}hands,
player_info_change_passive_rake_time,0,{time}분 마다 {passive_rake}BB 수수료 부과.,{passive_rake}BB fee every {time}mins.,
player_info_change_stack_removal_hands,0,{hand}핸드마다 {stack_removal}BB를 워싱.,{stack_removal} stacked out every {hand}hands,
player_info_change_stack_removal_time,0,{time}분 마다 {stack_removal}BB 워싱.,{stack_removal} stacked out every {time}mins,
auto_join_code,0,자동 가입 코드,Auto join code,
duplicate_nickname,0,중복된 닉네임입니다.,This nickname is already taken.,
emo_01_bad_beat,0,이걸로 진다고?,Bad Beat,
emo_02_come_on,0,덤벼!,Come On,
emo_03_good_game,0,굿 게임!,Good Game,
emo_04_good_luck,0,굿 럭!,Good Luck,
emo_05_good_play,0,굿 플레이!,Good Play,
emo_06_good_buy,0,굿 바이!,Good Bye~,
emo_07_haha,0,하하,Haha,
emo_08_hellow,0,안녕,Hello,
emo_09_hurry_up,0,빨리 해~,Hurry Up!,
emo_010_iwant_to_call,0,울고 싶어~,I Want To Cry,
emo_011_iam_so_good,0,아주 좋아!,Great,
emo_012_just_one_time,0,한 번만 더!,Just One time,
emo_013_my_last_hand,0,마지막 핸드야~,My Last Hand~,
emo_014_nice_hand,0,나이스 핸드!,Nice Hand!,
emo_015_not_sure_if,0,흠...,Not Sure If,
emo_016_omg,0,세상에!,OMG!!,
emo_017_running_hot,0,불타오르네!,Running Hot,
emo_018_running_cold,0,춥네!,Running cold,
emo_019_ship_it,0,멋져~,Ship It,
emo_020_so_confusing,0,혼란스러워,So Confusing,
emo_021_so_sick,0,아파,So Sick,
emo_022_sorry,0,미안해~,Sorry,
emo_023_thank_you,0,고마워!,Thank You,
emo_024_tilt,0,미치겠네,Tilt,
emo_025_whap,0,아이고!,WHAP,
emo_026_wtf,0,이런...!,WTF,
emo_027_you-suck,0,넌 죽었어!,You Suck,
cafe_logo_select,0,클럽 로고 변경,Change Cafe Logo,
default,0,대표 로고,Default,
starttimebank,0,타임뱅크 시작 설정 (초),Start Time Bank,타임뱅크 설정
addthandbank_1,0,핸드마다,Hand,타임뱅크 설정
addtimebank_2,0,초 추가,Add Sec,타임뱅크 설정
addtime_price,0,금액,Price,타임뱅크 설정
tb2,0,타임뱅크 구매,Buy Time Bank,
table_edit,0,테이블 게임 수정,Table Game Modification,
nlh_info,0,NLH 방정보,NLH Table Info,테이블 클릭 시 입장 정보
plo_info,0,PLO 방정보,PLO Table Info,테이블 클릭 시 입장 정보
mtt_info,0,MTT 방정보,MTT Table Info,테이블 클릭 시 입장 정보
sng_info,0,SNG 방정보,SNG Table Info,테이블 클릭 시 입장 정보
shortdeck_info,0,SHORT DECK 방정보,SHORT DECK Table Info,테이블 클릭 시 입장 정보
change_icon,0,프로필 변경,Change Icon,아이콘
table_delete_success,0,테이블 삭제가 완료되었습니다.,Table Delete Success,
enter_1,0,입장하기,Enter,
about_us,0,회사소개,About Us,회사 소개창
bussiness_name,0,회사명,Bussiness Name,회사 소개창
company,0,(주) 킹스라운지,(c) Kings Lounge,회사 소개창
ceo,0,대표자,CEO,회사 소개창
donggun_jung,0,이정원,Lee Jung Won,회사 소개창
address_1,0,주소,Address,회사 소개창
address_2,0,경상남도 창원시 의창구 용도로 45,Changwon-Si  Kyoungsangnam-Do,회사 소개창
homepage_1,0,홈페이지,Homepage,회사 소개창
homepage_2,0,www.kingslounge.com,www.kingslounge.com,회사 소개창
business_registration,0,사업자등록번호,Business Registration No.,회사 소개창
business_registration_number,0,620-88-02625,620-88-02625,회사 소개창
e-commerce_1,0,통신판매등록번호,E-Commerce Registration No.,회사 소개창
e-commerce_2,0,제 2023-창원의창-0513호,2021-Seoul Gangnam-0,회사 소개창
buyin_min,0,최소 바이인,Minimum Buy-in,방 정보
buyin_max,0,최대 바이인,Maximum Buy-in,방 정보
infinite,0,무제한,Infinite,게임 생성 창
SYS_ERR_LOGIN_FAILED_REAS_ID,0,아이디와 비밀번호를 확인해주세요,Please check your ID and password,로그인1
SYS_ERR_LOGIN_FAILED_REAS_PW,0,아이디와 비밀번호를 확인해주세요,Please check your ID and password,로그인2
SYS_ERR_JOIN_FAIL1,0,이미 가입된 계정입니다.,This account is already signed up,회원가입1
SYS_ERR_JOIN_FAIL2,0,올바르지 않은 이메일 형식입니다.,Invalid email format.,회원가입2
SYS_ERR_JOIN_FAIL3,0,"영문, 숫자, 기호를 조합하여 8자 이상을 사용해야 합니다.","At least 8 characters must be combined with alphabets, numbers, and symbols.",회원가입3
btn_find_password,0,비밀번호를 잊으셨습니까?,Forgot your password?,비밀번호 찾기
other_login,0,다른 방법으로 로그인,Sign in the other way,로그인 창
popup_adult_verification,0,본인 인증,Identity verification,본인인증 팝업
popup_adult_verification_message,0,본인 인증을 하지 않은 계정입니다.<br>청소년보호법 제 17조와 여성가족부의 정책에 따라 연 1회 본인 인증을 진행하시면 청소년 유해매체물을 이용하실 수 있습니다.<br>인증 결과는 1년간 적용됩니다.확인 버튼을 누르시면 본인인증이 진행됩니다.,"This account has not been authenticated.<br>According to Article 17 of the Youth Protection Act and the policy of the Ministry of Gender Equality and Family,<br>you can use harmful media for teenagers if you verify your identity once a year. Certification results are applied for one year. If you click the confirmation button, you will be authenticated.",본인인증 팝업 메세지
btn_nice_cert,0,본인인증,Identification ,본인인증버튼
btn_cert_success,0,본인인증 완료,Identification completed,본인인증 완료 버튼
insurance_cancel_feeback,0,님이 인슈어런스를 선택하지 않았습니다.,did not select Insurance.,인슈어런스 선택 후 팝업(이름은 앞쪽에 넣어주세요)
insurance_ok_feeback,0,님이 인슈어런스를 선택했습니다.,has selected Insurance,인슈어런스 선택 후 팝업(이름은 앞쪽에 넣어주세요)
confirm_agree,0,가입 완료,Sign up complete,
SYS_ERR_NEED_EMAIL_VERIFY,0,이메일 인증이 필요합니다.,Email verification is required.,이메일 인증
SYS_MAIL_CONFIRM,0,이메일 인증,Email Authentication,
cafe_not_enough_chip,0,칩이 존재하지 않습니다.,The chip does not exist.,
find_password,0,패스워드 찾기,Find Password,
insufficient_my_zuice,0,쥬스가 부족합니다.,Insufficient My Zuice,
copyright,0,Copyright 2023 Kings Lounge Inc. All rights reserved,Copyright 2023 Kings Lounge Inc. All rights reserved,
center_number_1,0,고객센터 전화번호,Contact Us,
center_number_2,0,010-2743-6360,010-2743-6360,
really_unjoin_cafe_title,0,클럽 탈퇴,Leave the cafe,
really_unjoin_cafe_body,0,클럽를 탈퇴 하시겠습니까?,Would you like to leave the cafe?,
cafe_join,0,클럽에 가입되었습니다.,Joined the cafe.,
cafe_hosting,0,운영 권한,Hosting,
your_permit_changed,0,멤버 권한이 변경되었습니다,Your permit changed,클럽 멤버 권한 변경 시 알림
SYS_GAME_MAINTAIN_INFO_CHECKING_POPUP,0,서버 점검 중입니다. 잠시 후 다시 접속해 주세요.,System maintenance is being. Please try again after a while,점검 중 접속불가 합업
cafe_confirm,0,클럽 변경,Cafe Confirm,
cafe_noticonfirm,0,공지사항,Change Notice ,
cafe_tier2,0,"다이아몬드 : 테이블 50개,  멤버수 200<br><br>플래티넘 : 테이블 30개,  멤버수 100<br><br>골드 : 테이블 20개,  멤버수 50<br><br>실버 : 테이블 10개,  멤버수 20<br><br>브론즈 : 테이블 1개,  멤버수 6<br><br>클럽티어를 아래로 내릴 경우 돈을 내지 않아도 됩니다.<br><br>1. 티어를 올릴 경우 남은 시간과 현재 등급의 시간을 합산하여 쥬스시간을 채웁니다.<br><br>2. 티어를 내릴 경우 남은 시간만 유지합니다.<br><br>[단, 테이블 개수와 인원이 티어에 맞지 않는 경우에는 티어 변경이 불가합니다.]","Diamond: 50 tables, 200 members<br><br>Platinum: 30 tables, 100 members<br><br>Gold: 20 tables, 50 members<br><br>Silver: 10 tables, 20 members<br><br>Bronze: 1 table, 6 members<br><br>If you take the cafe tier down, you don't have to pay.<br><br>1. When raising the tier, the juice time is collected by adding<br><br>the remaining time and the time of the current level.<br><br>2. When lowering the tier, only the remaining time is maintained.<br><br>[However, if the number and number of people do not match the level, the tier cannot be changed.]",
cafe_option,0,옵션,Cafe Option,
super_manager,0,슈퍼매니저,Super Manager,
table_delete,0,테이블 삭제,Table Delete,
cafe_hosting_1,0,클럽 권한,Cafe Hosting,
cafe_noticonfirm_1,0,공지사항 변경,Change Notice ,
chip_history,0,칩 히스토리,Chip History,
pending,0,요청 대기중,Pending Requests,
transferable,0,전송 가능한 칩,Transferable,
next,0,다음,Next,
target,0,선택,Target,
transfer,0,전송,Transfer,
approve_1,0,가입 승인,Approve<br>Application,
invitation_1,0,링크 초대,Invite<br>Link,
sell_amount,0,판매 가능한 칩,Sell Amount,
buy_amount,0,보유 가능한 칩,Buy Amount,
loan_amount,0,빌린 칩,Loan Amount,
tansfer_amount,0,전송 가능한 칩,Trans Amount,
sell,0,Sell,Sell,
buy,0,Buy,Buy,
loan,0,Loan,Loan,
request,0,요청,Request,
transfer_success,0,전송을 요청하였습니다.,Transfer Success,
cafe_deletecancel,0,클럽 삭제 취소,Undelete Cafe,
cafe_deletecancel_des,0,클럽 삭제를 취소하시겠습니까?,Are you sure you want to cancel the cafe deletion?,
borrow,0,대여,Loan,
borrow_payback,0,Repayment,Repayment,
sold,0,출금 완료,Sell Complete,
bought,0,입금 완료,Buy Complete,
borrow_rejected,0,대여 취소,Loan Cancel,
buy_rejected,0,입금 취소,Buy Cancel,
ac_1,0,가입 승인,Approve<br>Application,
sell_cashier,0,출금,Sell,
borrow_cashier,0,대여,Loan,
buy_cashier,0,입금,Buy,
transfer_cashier,0,전송,Transfer,
chip_history_cashier,0,히스토리,Chip History,
debt_cashier,0,빌린 칩,Debt,
balance_cashier,0,보유한 칩,Balance,
request_cashier,0,요청,Request,
target_cashier,0,타겟,Target,
chip_history_date,0,날짜,Date,
chip_history_status,0,구분,Status,
account_link,0,계정 연동,Account Link,
account_setting,0,계정 관리,Account Setting,
hand_history,0,핸드 히스토리,Hands History,
ingame_setting,0,인게임 설정,In-game Settings,
language_setting,0,언어 설정,Language Settings,
notification_setting,0,알림 설정,Notification Settings,
customer_service,0,고객 서비스,Customer Service,
customer_help,0,고객 도움,Customer Help,
version_info,0,<color=#DAA520>버전 정보</color>,<color=#DAA520>Version</color>,
mute_all_push,0,전체 팝업 설정,All Pop-up Mute,
nightly_noti_push,0,야간 팝업 설정,Night Pop-up Mute,
cafe_noti_push,0,클럽 공지,Cafe Notification,
approve_push,0,가입 승인/프로모션/탈퇴,Cafe Approve & Event & Leave,
chip_approve_push,0,칩 요청 승인/거부,Chip Approve & Decline,
create_delete_push,0,게임 생성/삭제,Table Start & Delete,
tournament_push,0,토너먼트 시작,Tournament Start,
stop_operation_push,0,클럽 운영 상태,Cafe Operation State,
approve_push_2,0,멤버 가입 요청,Member Approve,
chip_push,0,칩 요청,Chip Approve,
stop_operation_owner_push,0,클럽 운영,Cafe Operation,
agreement_1,0,이용 약관,Agree with Terms and Conditions,
dropout,0,회원 탈퇴,Drop Out,
self_block,0,본인 이용 제한,Self Block,
change_nick,0,닉네임 변경,Change Nickname,
delete_account,0,계정 삭제,Delete Account,
cafe,0,클럽,Cafe,
SYS_ERR_LOGIN_EMAIL_IS_EMPTY,0,이메일을 입력해주세요,E-mail is empty,
SYS_ERR_LOGIN_PASSWORD_IS_EMPTY,0,패스워드를 입력해주세요,Password is empty,
pending_request,0,요청 목록,Pending Requests,
really_change_permit_owner_to_manager,0,권한을 오너에서 매니저로 변경합니다.,Owner to Manager,
cafe_not_enough_zuice,0,쥬스가 부족합니다.,Insufficient My Zuice,
emo_028_tomato,0,토마토,Tomato,
emo_029_Dynamite,0,다이너마이트,Dynamite,
emo_030_ball,0,축구공,Ball,
emo_031_Firework,0,폭죽,Firework,
emo_032_Wine,0,와인,Wine,
emo_033_Stone,0,바위,Stone,
account_email,0,연동 계정,Account,
start_time,0,시작 시간,Start Time Bank,
t_late_reg_time_reentry_count,0,참가 마감 시간,Registration Deadline,
t_reentry_count,0,리바이인,Re-Entry,
t_min_player_1,0,최소 / 최대 참가자 설정,Min / Max Player,
t_min_player_des,0,SNG 모드에서는 참가 마감 시간이 게임 시작 시간보다 늦을 경우에만 최대 참가자 설정이 활성화됩니다.,SNG 모드에서는 참가 마감 시간이 게임 시작 시간보다 늦을 경우에만 최대 참가자 설정이 활성화됩니다.,
prize,0,상금,Buy-in,
prize_fee,0,참가 수수료,Buy-in Fee,
total_buyin,0,총 참가비,Total Buy-in,
timebank_des,0,타임 뱅크 지급 시기는 설정한 블라인드 스트럭쳐에 따릅니다,Time bank payment depends on the blind structure you set.,
startingchip,0,시작 칩,Satarting Chips,
t_guarantee,0,최소 보장 금액,Guaranteed Prize,
t_prizefool,0,보장 상금,Prize Amount,
prizepool_des,0,"참가비가 최소 보장금액을 초과할 시, 초과분만큼을 추가하여 지급합니다.","Prize amount exceeds the minimum guaranteed amount, the excess amount is paid in addition.",
table_edit_success,0,수정에 성공하였습니다.,Table edit succes,
table_edit_fail,0,수정에 실패하였습니다.,Table edit fail,
tripsBeatStraight,0,트립스 비트 스트레이트,Trips beat Straight,
button_blind,0,앤티/버튼 블라인드,Ante / Button Blind,
take_out_insurance,0,보험을 가입하였습니다.,has taken out Insurance.,
not_take_out_insurance,0,보험 가입을 거절하였습니다.,has not taken out Insurance.,
game_option_changed,0,방의 게임 옵션이 변경 되었습니다,Game options changed.,
t_open_time,0,등록 시작 시간,Registration Start Time,
t_start_time,0,토너먼트 시작 시간,Tournament Start Time,
t_close_time,0,참가 마감 시간,Late Registration Time,
t_reentry_count_des,0,참가 마감 시간이 게임 시작 시간보다 늦을 경우에만 재참가가 가능합니다,Re-entry is only possible if the entry deadline is later than the game start time.,
t_buyin,0,바이인,Buy In,
t_buyin_fee,0,수수료,Buy In Fee,
t_action_time,0,액션 타임,Action Time,
t_time_bank_sec,0,타임뱅크,Time Bank,
t_starting_chip,0,시작 칩,Starting Chips,
t_reward_all_chip,0,보장 상금,Guaranteed Prize,
t_blind_up_structure,0,블라인드 스트럭쳐,Blind Structure,
t_payout__structure,0,페이아웃 스트럭쳐,Payout Structure,
t_is_hide_nickname,0,닉네임 가리기,Hide Nickname,
t_is_allow_chat,0,채팅 제한,Chat Restrictions,
t_game_type,0,게임 타입,Game Type,
t_min_player,0,최소 참가 인원,Min Player,
t_max_player,0,최대 참가 인원,Max Player,
accrue_buyin,0,모인 상금,Accrue Buy In,
accrue_buyin_fee,0,모인 수수료,Accrue Buy In Fee,
rank_text,0,순위,Rank,
rank_data,0,{0} / {1},{0} / {1},
congratulations,0,Congratulations!,Congratulations!,
my_rank,0,내 순위,My Rank,
my_money,0,상금,My Prize,
gtd_select,0,최소 보장 금액,GTD,
reentry_select,0,재참가,Re-entry,
pick_time,0,시간 설정,Date,
mtt_option,0,토너먼트 정보,Setting,
mtt_live,0,현재 진행 상황,Live,
mtt_payout,0,페이아웃,Payout,
mtt_blind,0,블라인드,Blind,
mtt_list,0,참가 인원,Players,
enter_request,0,참가 신청,Registration,
blind_level,0,현재 블라인드 레벨,Blind Level,
next_blind_up_time,0,다음 블라인드 업,Next Blind up time,
apply_count,0,참가 인원,Entries,
rank,0,현재 등수,Rank,
payout_user_count,0,페이아웃 인원,Places Paid,
mtt_nlh,0,MTT NLH,MTT NLH,
mtt_plo,0,MTT PLO,MTT PLO,
mtt_6+,0,MTT 6+,MTT 6+,
timebank_setting,0,타임뱅크 설정,Timebank Setting,
mtt_result,0,토너먼트 결과,Tournarment Result,
reward,0,보상,Reward,
t_is_allow_observer,0,관전,Observer,
tnmt_start_time,0,시작 시간,Start Time,
tnmt_next_blind_up,0,다음 블라인드,Next Blind Up,
tnmt_break_time,0,브레이크 타임,Break Time,
cancel_enter_request,0,토너먼트 취소,Tournarment cancel,
sng_nlh,0,SNG NLH,SNG NLH,
sng_plo,0,SNG PLO,SNG PLO,
sng_6+,0,SNG 6+,SNG 6+,
sng_option,0,토너먼트 설정,Setting,
sng_live,0,현재 진행 상황,Live,
sng_payout,0,페이아웃,Payout,
sng_blind,0,블라인드,Blind,
sng_list,0,참가 인원,Players,
sng_payout_structure,0,,,
msg_cannot_play_under_18_years_old,0,이 게임물은 <color=#b70038>청소년 이용불가</color> 게임물로\n19세 미만의 청소년은 이용할 수 없습니다.,This game is <color=#b70038> rated for adults only </color>and is not accessible to individuals under the age of 18.,
storage,0,보관함,Storage,
userinfo,0,유저정보,User info,
refitem_char01,0,레오,,
refitem_char02,0,루나,,
refitem_char03,0,드레이크,,
refitem_char04,0,마로,,
refitem_char05,0,데이브,,
refitem_char06,0,날개,,
refitem_char07,0,킹메이커,,
refitem_char08,0,하이지니,,
refitem_char09,0,쨔쨔,,
refitem_char10,0,100,,
refitem_char11,0,즌맨,,
refitem_char12,0,우유,,
refitem_char13,,공듀,,
refitem_zc_01,0,유료 1만칩,,
refitem_zc_02,0,유료 5만칩,,
refitem_zc_03,0,유료 10만칩,,
refitem_zc_04,0,유료 50만칩,,
refitem_zc_05,0,유료 100만칩,,
refitem_zc_06,0,유료 300만칩,,
prof_top_nickname,0,닉네임 변경,,
attendance_1day_title,0,1일차,,
attendance_2day_title,0,2일차,,
attendance_3day_title,0,3일차,,
attendance_4day_title,0,4일차,,
attendance_5day_title,0,5일차,,
attendance_6day_title,0,6일차,,
attendance_7day_title,0,7일차,,
attendance_attention,0,출석체크,,
prof_holdem_totalgame_count,0,총 게임 수 ,,
prof_holdem_totalbet_ratio,0,전체 배팅 비율,,
prof_holdem_fold_ratio_detail,0,폴드 비율,,
prof_holdem_fold_ratio_preflop,0,프리플랍,,
prof_holdem_fold_ratio_flop,0,플랍,,
prof_holdem_fold_ratio_turn,0,턴,,
prof_holdem_fold_ratio_leaver,0,리버,,
prof_botton_holdem_max_winmoney,0,최대 획득 금액,,
prof_top_loss_money,0,획득/손실머니,,
loss_limit,0,손실한도,,
quest_day_winHoldemCount,0,홀덤 게임 승리하기(일간),,
quest_day_playHoldemCount,0,홀덤 게임 플레이 하기(일간),,
quest_monthly_fourCardOrMore,0,포카드 이상 완성하기(월간),,
quest_monthly_winHoldemCount,0,홀덤 게임 승리하기(월간),,
quest_monthly_playHoldemCount,0,홀덤 게임 플레이 하기(월간),,
com_ingame_roomnum,0,방 번호,,
com_ingame_gamenum,0,게임 번호,,
mail_timer_info_day_over,0,{0}일 {1}시간 {2}분,,
mail_timer_info_hours_over,0,{0}시간 {1}분,,
mail_timer_info_minutes_over,0,{0}분 {1}초,,
mail_timer_info_less_minute,0,{0}초,,
player_info_change_surplus_bet_chip,0,팟 오버 금액을 반환하였습니다.,,
notice_title,0,공지사항,,
purchase_complete,0,구매가 완료되었습니다.,,
receive_reward,0,보상받기,,
open_recom,0,추천인 등록,,
accept,0,수락,,
refuse,0,거절,,
already_phone_num,0,이미 사용중인 전화번호입니다. ,,
not_enugh_chip,0,보유 칩이 모자랍니다. ,,
ticket_type,0,바이인 티켓 타입,,
ticket_count,0,바이인 티켓 수,,
reward_ticket_type,0,티켓 보상,,
ticket_in_rank,0,,,
tnmt_apply_fail,0,토너먼트 입장 실패,,
TNMT_NOT_OPEN_CANT_REGIST,0,토너먼트가 아직 오픈되지 않았습니다.,,
t_blind_up_structure_1,0,<color=#f89b00>데일리게임</color>,,
t_blind_up_structure_2,0,<color=#bfff00>몬스터게임</color>,,
t_blind_up_structure_3,0,<color=#fbceb1>멀티테이블게임</color>,,
t_blind_up_structure_4,0,<color=#ffd700>시티투어</color>,,
t_blind_up_structure_5,0,<color=#00d1ff>네셔널</color>,,
t_blind_up_structure_6,0,<color=#dc143c>챔피언쉽</color>,,
t_blind_up_structure_7,0,<color=#faff00>시드권세틀</color>,,
t_blind_up_structure_8,0,<color=#ffd966>시드권세틀 2</color>,,
t_blind_up_structure_9,0,<color=#6937a1>프리롤</color>,,
not_open,0,준비 중,,
open,0,등록 중,,
later,0,추가등록,,
playing,0,진행 중,,
done,0,종료,,
canceled,0,취소됨,,
t_close_blind_up_level,0,등록 마감 레벨,,
table_fail,0,진행할 수 없습니다.,,
TNMT_NO_TN,0,종료된 토너먼트입니다.,,
TNMT_APPLY_ALREADY,0,토너먼트 이미 참가중입니다.,,
TNMT_OUT_OF_ROOM_NO_REASON,0,토너먼트 중에는 나갈수 없습니다.,,
TNMT_TICKET_NOT_ENOUGH,0,티켓이 부족하여 참가할 수 없습니다.,,
tnmt_room_enter,0,토너먼트 방 입장,,
holding_chip,0,보유 칩,,
daily,0,<color=#ffd966>데일리게임</color>,,
monster,0,<color=#70f404>4만 몬스터게임</color>,,
sds,0,SDS 게임,,
multigame,0,<color=#04f4b5>멀티테이블게임</color>,,
tour,0,<color=#f204f4>시티투어</color>,,
national,0,<color=#00d1ff>네셔널</color>,,
championship,0,<color=#f4042d>챔피언쉽</color>,,
seeding_rights_1,0,<color=#faff00>시드권세틀</color>,,
seeding_rights_2,0,<color=#ffd966>시드권세틀 2</color>,,
buyin_scale,0,바이인 (배수),,
sucess_get_point,0,포인트 가져오기를 성공하였습니다.,,
sucess_return_point,0,포인트 내보내기를 성공하였습니다.,,
not_enugh_point,0,포인트 한도가 초과하였습니다.,,
TNMT_CHIP_NOT_ENOUGH,0,칩이 부족하여 참여할 수 없습니다.,,
TNMT_USER_REGIST_CLOSED,0,마감한 토너먼트입니다.,,
prof_botton_holdem_odds,0,평균 승률,,
rank_in_text,0,{0}등 축하드려요!!,,
rank_out_text,0,아쉽게 {0}등을 하셨네요 다음 도전을 기다릴께요!,,
tnmt_result,0,토너먼트 결과,,
inventory,0,아이템,,
mailbox,0,메일함,,
ring_game_coin,0,링게임(코인),,
ring_game_chip,0,링게임(칩),,
tournament,0,토너먼트,,
ring_game,0,링게임,,
ticket1_count,0,주간티켓 : {0},,
ticket2_count,0,프리티켓 : {0},,
ticket3_count,0,씨티티켓 : {0},,
lounge_point,0,킹스라운지 포인트\n{0},,
next_blind_anti,0,다음 {0} / {1} ({2}),,
next_blind,0,다음 {0} / {1},,
my_rank_text,0,내 순위 {0} / {1},,
prize_text,0,상금 {0},,
late_reg,0,추가 등록 {0},,
ingame_holdem_rank_highcard,0,하이카드,High card,
ingame_holdem_rank_onepair,0,원 페어,One pair,
ingame_holdem_rank_twopair,0,투 페어,Two -pair,
ingame_holdem_rank_threeofkind,0,쓰리 오브 카인드,Three of a kind,
ingame_holdem_rank_straght,0,스트레이트,Straight,
ingame_holdem_rank_flush,0,플러시,Flush,
